name,brName,avgTime,sem,repeats,minValue,maxValue,earliestTime,latestTime
bbb.full-text.eth-2x.post-load,general,3084,309,26,1401,6134,"11/5/2024, 4:32:05 PM","11/6/2024, 11:09:28 AM"
bbb.affiliation.eth-2x.pre-load,general,10393,1206,27,3553,25122,"11/5/2024, 4:32:06 PM","11/6/2024, 11:09:16 AM"
bbb.affiliation.eth-2x.post-load,general,3121,323,27,1363,6457,"11/5/2024, 4:32:08 PM","11/6/2024, 11:09:25 AM"
bbb.abstract-keyword.eth-2x.pre-load,general,9855,931,27,3629,20063,"11/5/2024, 4:32:10 PM","11/6/2024, 11:09:18 AM"
bbb.abstract-keyword.eth-2x.post-load,general,2939,296,27,1419,5641,"11/5/2024, 4:32:12 PM","11/6/2024, 11:09:26 AM"
bbb.title-citations.3g-4x.pre-load,general,13280,1247,29,6027,28013,"11/5/2024, 4:32:37 PM","11/6/2024, 11:09:09 AM"
bbb.title-citations.3g-4x.post-load,general,4870,506,29,2543,15578,"11/5/2024, 4:32:42 PM","11/6/2024, 11:09:22 AM"
bbb.pub-type.eth-2x.pre-load,general,10423,1045,30,3672,26597,"11/5/2024, 4:32:46 PM","11/6/2024, 11:09:25 AM"
bbb.pub-type.eth-2x.post-load,general,3229,414,30,1474,11640,"11/5/2024, 4:32:48 PM","11/6/2024, 11:09:34 AM"
bbb.keyword-search.eth-2x.pre-load,general,10370,1193,28,3567,26583,"11/5/2024, 4:32:50 PM","11/6/2024, 11:09:26 AM"
bbb.keyword-search.eth-2x.post-load,general,3141,379,28,1438,9551,"11/5/2024, 4:32:52 PM","11/6/2024, 11:09:34 AM"
bbb.or-search.eth-2x.pre-load,general,10092,1173,28,3619,23636,"11/5/2024, 4:33:00 PM","11/6/2024, 11:09:28 AM"
bbb.or-search.eth-2x.post-load,general,2733,302,28,1402,8515,"11/5/2024, 4:33:02 PM","11/6/2024, 11:09:36 AM"
bbb.and-search.eth-2x.pre-load,general,9851,1319,25,3400,22674,"11/5/2024, 4:33:04 PM","11/6/2024, 11:09:28 AM"
bbb.and-search.eth-2x.post-load,general,2480,289,25,1261,6953,"11/5/2024, 4:33:06 PM","11/6/2024, 11:09:37 AM"
bbb.not-search.eth-2x.pre-load,general,9276,1226,26,3529,23438,"11/5/2024, 4:33:08 PM","11/6/2024, 11:09:30 AM"
bbb.not-search.eth-2x.post-load,general,2635,260,26,1422,5656,"11/5/2024, 4:33:10 PM","11/6/2024, 11:09:38 AM"
bbb.title-keyword.eth-2x.pre-load,general,9809,928,28,3701,22397,"11/5/2024, 4:33:33 PM","11/6/2024, 11:09:15 AM"
bbb.title-keyword.eth-2x.post-load,general,2969,286,28,1410,6745,"11/5/2024, 4:33:36 PM","11/6/2024, 11:09:25 AM"
bbb.pub-date.eth-2x.pre-load,general,9599,1396,23,3336,24518,"11/5/2024, 4:34:42 PM","11/6/2024, 11:09:30 AM"
bbb.pub-date.eth-2x.post-load,general,2185,219,23,1215,4129,"11/5/2024, 4:34:45 PM","11/6/2024, 11:09:38 AM"
bbb.title-citations.eth-2x.pre-load,general,8802,1195,27,3545,22489,"11/5/2024, 4:34:59 PM","11/6/2024, 11:09:32 AM"
bbb.title-citations.eth-2x.post-load,general,2353,190,27,1419,4521,"11/5/2024, 4:35:01 PM","11/6/2024, 11:09:40 AM"
bbb.full-text-references.eth-2x.pre-load,general,11789,1363,26,6227,28725,"11/5/2024, 4:35:08 PM","11/6/2024, 11:09:38 AM"
bbb.full-text-references.eth-2x.post-load,general,5601,327,26,4012,9087,"11/5/2024, 4:35:11 PM","11/6/2024, 11:09:45 AM"
bbb.affiliation-references.eth-2x.pre-load,general,16874,870,23,11870,27786,"11/5/2024, 4:35:15 PM","11/6/2024, 11:09:39 AM"
bbb.affiliation-references.eth-2x.post-load,general,13015,444,23,9749,18420,"11/5/2024, 4:35:18 PM","11/6/2024, 11:09:45 AM"
bbb.author-citations-title-abstract.eth-2x.pre-load,general,7131,975,31,3352,19864,"11/5/2024, 4:35:39 PM","11/6/2024, 11:09:41 AM"
bbb.author-citations-title-abstract.eth-2x.post-load,general,1699,105,31,1158,2891,"11/5/2024, 4:35:41 PM","11/6/2024, 11:09:46 AM"
bbb.cited-by-author.eth-2x.pre-load,general,9455,1325,25,3648,23664,"11/5/2024, 4:36:18 PM","11/6/2024, 11:09:31 AM"
bbb.cited-by-author.eth-2x.post-load,general,2349,190,25,1491,4916,"11/5/2024, 4:36:20 PM","11/6/2024, 11:09:40 AM"
bbb.pub-type-citations-year.eth-2x.pre-load,general,7502,929,28,3691,20701,"11/5/2024, 4:36:54 PM","11/6/2024, 11:09:41 AM"
bbb.pub-type-citations-year.eth-2x.post-load,general,2402,247,28,1391,6096,"11/5/2024, 4:36:57 PM","11/6/2024, 11:09:46 AM"
scix.full-text-references.3g-4x.pre-load,general,13717,1278,23,6306,28757,"11/5/2024, 4:40:59 PM","11/6/2024, 11:00:46 AM"
scix.full-text-references.3g-4x.post-load,general,12497,1169,23,5406,28008,"11/5/2024, 4:41:00 PM","11/6/2024, 11:00:47 AM"
